54,0,122,-32.5902
36,0,94,-32.4681
55,0,109,-31.5688
33,0,47,-31.8511
51,0,95,-32.1579
65,0,110,-32.1545
68,0,106,-31.5377
45,0,89,-32.2809
55,0,104,-31.9712
62,0,107,-31.6075
49,0,94,-31.9894
58,0,105,-31.9714
49,0,108,-32.7315
59,0,105,-32.3238
40,0,94,-32.1489
22,0,88,-32.2273
74,0,114,-31.7632
46,0,89,-31.8764
57,0,118,-32.2373
63,0,104,-31.8654
20,0,48,-32.2292
21,1,36,-32.2778
47,0,85,-32.4824
25,0,246,-32.8252
37,0,64,-31.7031
22,4,36,-30.6944
57,0,112,-32.2143
36,0,101,-31.5149
40,0,76,-32.6184
22,0,44,-32.8182
52,0,91,-31.5385
39,0,92,-32.2609
59,0,101,-32.1485
46,0,91,-32.2198
30,0,162,-32.4938
40,0,97,-31.4742
45,0,169,-32.5089
27,0,85,-31.6588
51,0,86,-31.4419
61,0,107,-32.2056
24,0,28,-31.5
52,0,94,-31.883
74,0,106,-31.3774
47,0,135,-32.1778
70,0,106,-31.9057
69,0,107,-32.0748
52,0,93,-31.7957
23,0,36,-32.1944
36,0,84,-32.2381
30,0,70,-32.1143
22,0,61,-32.6393
70,0,146,-31.9521
24,0,90,-32.0556
64,0,98,-31.5612
21,0,83,-32.4578
71,0,193,-32.0984
61,0,106,-31.4528
38,0,112,-31.75
23,0,94,-32.6809
58,0,101,-31.5446
55,0,92,-31.7935
42,0,93,-32.5699
45,0,90,-31.9778
35,0,59,-31.3729
40,0,87,-31.6322
45,0,70,-31.1571
45,0,93,-32.2043
77,0,109,-31.633
28,0,34,-32.0588
49,0,153,-32.4118
68,0,103,-31.5631
49,0,84,-31.0476
52,0,79,-31.7595
55,0,103,-32
77,0,100,-31.68
66,0,107,-31.4953
82,0,113,-31.4159
76,0,109,-31.578
65,0,109,-31.3486
59,0,147,-31.8299
54,0,100,-31.92
67,0,112,-31.1696
64,0,104,-31.875
62,0,108,-31.537
55,0,105,-31.7238
70,0,105,-31.2095
42,0,92,-31.8804
50,0,124,-32.2823
56,0,103,-32.0971
28,0,85,-32.4235
47,0,91,-31.3736
50,0,92,-31.7609
41,0,96,-31.8125
57,0,103,-32.2136
43,0,99,-31.9798
59,0,113,-31.7699
61,0,154,-32.1883
41,0,89,-32.3371
31,0,93,-32.3333
26,0,90,-32.8444
53,0,84,-31.4167
20,0,62,-32.9032
37,0,94,-31.7766
32,0,57,-32.1754
26,0,43,-32.6047
27,0,94,-32.0532
34,0,89,-31.5955
69,0,108,-31.2407
51,0,103,-32.3689
62,0,108,-31.9352
49,0,100,-32.49
28,0,85,-32.2588
59,0,111,-32.1532
54,0,110,-31.7636
24,0,93,-32.9785
58,0,135,-32.1704
66,0,110,-31.6727
40,0,67,-32.0597
31,0,97,-31.3093
44,0,86,-31.6395
58,0,85,-32.0118
38,0,81,-32.6914
54,0,101,-32.3663
46,0,87,-31.7931
28,0,68,-32.5
77,0,104,-31.2885
40,0,90,-32.5556
30,0,87,-32.4023
36,0,100,-32.55
52,0,88,-31.4886
35,0,59,-32.9661
43,0,96,-31.6042
21,0,53,-32.6792
47,0,100,-32.21
21,0,35,-32
27,0,105,-32.4286
20,0,39,-32.5641
46,0,94,-32.4681
36,0,132,-32.8788
23,0,61,-32.2295
54,0,173,-32.6821
39,0,94,-32.5851
43,0,75,-32.56
36,0,77,-31.2208
34,0,77,-32.1299
37,0,85,-32.1176
54,0,82,-31.3902
44,0,90,-31.7556
38,0,71,-31.7183
64,0,129,-32.2481
45,0,148,-32.4122
37,0,86,-32.4302
27,0,65,-32.4769
31,0,71,-32.8451
30,0,72,-32.4444
24,0,88,-32.7273
41,0,67,-32.2388
24,0,117,-32.7265
51,0,72,-31.5417
24,0,51,-31.8431
26,0,63,-32.6667
21,0,30,-32.6667
32,0,47,-31.8936
20,0,35,-32.0571
44,0,178,-32.6573
59,0,250,-32.352
58,0,87,-31.7011
38,0,256,-32.7148
35,0,98,-32.2041
69,0,106,-32.0377
67,0,118,-31.4407
85,0,117,-30.5556
71,0,109,-31.6606
48,0,98,-31.8265
49,0,91,-32.4615
53,0,106,-31.6132
67,0,103,-31.5631
30,0,101,-32.4059
56,0,91,-32.0989
91,0,122,-31.1066
54,0,113,-31.531
48,0,112,-32.3214
40,0,103,-32.3107
53,0,87,-32.1724
67,0,98,-31.7245
40,0,95,-31.4
60,0,100,-32.11
79,0,111,-31.4505
23,0,31,-30.5806
26,0,86,-32.3023
68,0,111,-31.5405
70,0,116,-32.181
76,0,113,-31.8142
56,0,107,-32.2243
58,0,110,-31.1909
60,0,107,-31.6075
61,0,113,-31.7788
44,0,103,-32.8252
55,0,91,-31.9121
45,0,105,-32.219
25,0,91,-32.6044
21,0,101,-31.9703
73,0,110,-31.8727
64,0,102,-32.0588
43,0,150,-32.2533
30,0,64,-32.7969
45,0,97,-32.3196
47,0,106,-32.0189
28,0,31,-32.3226
47,0,97,-32.1856
40,0,97,-31.9175
57,0,93,-32.3011
41,0,79,-31.7089
46,0,107,-32.4112
37,0,92,-31.9239
32,0,58,-32.1379
47,0,95,-31.9579
30,0,62,-32.7742
70,0,112,-31.2143
31,0,80,-32.875
50,0,99,-32.0606
32,0,36,-31.8333
26,0,75,-32.5467
38,0,130,-32.4769
54,0,90,-31.8556
63,0,254,-32.5433
30,0,42,-30.3095
58,0,90,-31.8333
65,0,93,-32.6344
33,0,93,-33
78,0,112,-31.4196
51,0,92,-31.8152
38,0,95,-32.4105
33,0,85,-32.5529
81,0,109,-30.9633
37,0,85,-32.3176
45,0,153,-32.2222
60,0,95,-31.8211
38,0,90,-31.7667
50,0,102,-32.3235
69,0,112,-32.125
52,0,105,-32.6286
51,0,78,-32.7179
68,0,112,-31.3839
42,0,86,-31.9302
21,0,88,-32.4205
57,0,148,-32.7635
